"datetime","ercot_electricity_demand"
1527339600,57312
1527343200,59546
1527346800,61094
1527350400,61982
1527354000,62380
1527357600,61070
1527361200,58341
1527364800,55446
1527368400,52591
1527372000,49226
1527375600,45673
1527379200,42363
1527382800,39753
1527386400,37791
1527390000,36304
1527393600,35369
1527397200,34805
1527400800,34430
1527404400,35358
1527408000,38955
1527411600,43152
1527415200,47367
1527418800,51553
1527422400,55129
1527426000,58000
1527429600,59987
1527433200,61248
1527436800,61634
1527440400,61264
1527444000,60069
1527447600,57797
1527451200,55576
1527454800,53753
1527458400,50441
1527462000,46694
1527465600,43242
1527469200,40528
1527472800,38436
1527476400,37066
1527480000,36345
1527483600,36344
1527487200,36167
1527490800,37183
1527494400,40480
1527498000,45073
1527501600,49679
1527505200,53777
1527508800,57063
1527512400,59558
1527516000,61356
1527519600,62737
1527523200,63513
1527526800,63421
1527530400,62113
1527534000,59904
1527537600,57629
1527541200,55528
1527544800,51401
1527548400,46836
1527552000,43088
1527555600,40278
1527559200,38374
1527562800,37186
1527566400,36946
1527570000,38233
1527573600,40254
1527577200,42164
1527580800,45171
1527584400,48936
1527588000,53098
1527591600,56908
1527595200,59987
1527598800,62792
1527602400,64815
1527606000,66319
1527609600,67236
1527613200,66942
1527616800,65310
1527620400,62802
1527624000,60284
1527627600,57770
1527631200,53245
1527634800,48517
1527638400,44773
1527642000,42093
1527645600,40090
1527649200,38904
1527652800,38562
1527656400,39611
1527660000,41598
1527663600,43321
1527667200,45801
1527670800,48960
1527674400,52414
1527678000,55774
1527681600,58949
1527685200,61920
1527688800,64228
1527692400,66017
1527696000,67167
1527699600,66912
1527703200,65310
1527706800,62680
1527710400,60155
1527714000,57864
1527717600,53558
1527721200,49137
1527724800,45496
1527728400,42865
1527732000,40963
1527735600,39791
1527739200,39526
1527742800,40642
1527746400,42581
1527750000,44068
1527753600,46417
1527757200,49506
1527760800,52816
1527764400,56042
1527768000,59103
1527771600,62056
1527775200,64511
1527778800,66279
1527782400,67049
1527786000,66999
1527789600,65380
1527793200,62945
1527796800,60664
1527800400,58496
1527804000,54456
1527807600,50255
1527811200,46484
1527814800,43858
1527818400,41962
1527822000,40768
1527825600,40354
1527829200,41257
1527832800,42871
1527836400,44185
1527840000,46625
1527843600,49763
1527847200,53350
1527850800,56833
1527854400,60008
1527858000,63354
1527861600,65981
1527865200,67367
1527868800,67872
1527872400,67524
1527876000,65739
1527879600,63011
1527883200,60416
1527886800,58085
1527890400,54630
1527894000,50736
1527897600,47227
1527901200,44655
1527904800,42720
1527908400,41330
1527912000,40456
1527915600,40254
1527919200,40279
1527922800,41434
1527926400,44566
1527930000,48408
1527933600,52519
1527937200,56304
1527940800,59608
1527944400,62427
1527948000,64659
1527951600,66179
1527955200,66975
1527958800,66880
1527962400,65574
1527966000,63206
1527969600,60709
1527973200,58340
1527976800,54965
1527980400,51247
1527984000,47799
1527987600,44871
1527991200,42572
1527994800,40746
1527998400,39448
1528002000,38691
1528005600,38063
1528009200,38420
1528012800,40867
1528016400,44239
1528020000,47891
1528023600,51428
1528027200,54793
1528030800,57722
1528034400,60163
1528038000,62100
1528041600,63174
1528045200,63328
1528048800,62177
1528052400,59986
1528056000,57843
1528059600,55088
1528063200,50670
1528066800,46197
1528070400,42236
1528074000,39342
1528077600,37606
1528081200,36519
1528084800,36303
1528088400,37455
1528092000,39288
1528095600,40612
1528099200,42183
1528102800,44372
1528106400,46942
1528110000,49203
1528113600,51213
1528117200,53641
1528120800,55505
1528124400,56906
1528128000,57992
1528131600,58519
1528135200,57998
1528138800,56559
1528142400,54777
1528146000,53076
1528149600,49367
1528153200,45311
1528156800,41966
1528160400,39564
1528164000,37935
1528167600,37032
1528171200,36900
1528174800,38118
1528178400,39959
1528182000,41401
1528185600,43765
1528189200,46817
1528192800,50547
1528196400,54397
1528200000,57909
1528203600,61510
1528207200,64279
1528210800,66167
1528214400,67390
1528218000,67374
1528221600,66258
1528225200,63869
1528228800,61413
1528232400,59110
1528236000,54955
1528239600,50406
1528243200,46469
1528246800,43571
1528250400,41366
1528254000,40092
1528257600,39769
1528261200,40758
1528264800,42321
1528268400,43753
1528272000,46138
1528275600,49546
1528279200,53530
1528282800,57325
1528286400,60662
1528290000,63763
1528293600,66202
1528297200,67616
1528300800,67895
1528304400,67538
1528308000,66089
1528311600,63824
1528315200,61426
1528318800,59139
1528322400,54967
1528326000,50570
1528329600,46680
1528333200,43719
1528336800,41606
1528340400,40288
1528344000,39828
1528347600,40760
1528351200,42235
1528354800,43832
1528358400,46472
1528362000,49858
1528365600,53606
1528369200,56939
1528372800,59874
1528376400,62664
1528380000,64761
1528383600,65949
1528387200,66045
1528390800,64432
1528394400,61768
1528398000,59150
1528401600,56887
1528405200,54794
1528408800,50987
1528412400,46872
1528416000,43387
1528419600,40871
1528423200,39029
1528426800,37923
1528430400,37676
1528434000,38529
1528437600,39801
1528441200,41295
1528444800,44145
1528448400,47536
1528452000,51457
1528455600,55145
1528459200,58408
1528462800,61231
1528466400,63234
1528470000,64570
1528473600,65152
1528477200,64563
1528480800,62621
1528484400,59979
1528488000,57312
1528491600,55152
1528495200,51765
1528498800,48056
1528502400,44682
1528506000,41831
1528509600,39857
1528513200,38538
1528516800,37843
1528520400,37767
1528524000,37869
1528527600,39139
1528531200,42613
1528534800,46719
1528538400,50614
1528542000,54109
1528545600,56825
1528549200,58380
1528552800,59433
1528556400,60013
1528560000,60208
1528563600,59634
1528567200,58348
1528570800,56176
1528574400,53986
1528578000,52632
1528581600,50003
1528585200,46960
1528588800,44048
1528592400,41693
1528596000,39982
1528599600,38812
1528603200,38159
1528606800,38082
1528610400,37970
1528614000,38857
1528617600,41934
1528621200,45972
1528624800,49643
1528628400,53233
1528632000,56427
1528635600,59060
1528639200,61001
1528642800,62343
1528646400,63185
1528650000,63081
1528653600,61910
1528657200,59697
1528660800,57853
1528664400,56304
1528668000,52943
1528671600,48951
1528675200,45600
1528678800,43323
1528682400,41857
1528686000,41049
1528689600,41163
1528693200,42359
1528696800,44012
1528700400,45471
1528704000,47884
1528707600,50836
1528711200,53907
1528714800,56922
1528718400,59514
1528722000,62070
1528725600,64026
1528729200,65686
1528732800,66650
1528736400,66475
1528740000,65200
1528743600,62811
1528747200,60413
1528750800,58550
1528754400,54667
1528758000,50403
1528761600,46956
1528765200,44525
1528768800,42904
1528772400,41833
1528776000,41515
1528779600,42552
1528783200,44080
1528786800,45456
1528790400,47839
1528794000,50965
1528797600,54396
1528801200,57794
1528804800,60696
1528808400,63451
1528812000,65405
1528815600,66634
1528819200,67127
1528822800,66609
1528826400,65272
1528830000,62784
1528833600,60133
1528837200,57879
1528840800,53915
1528844400,49707
1528848000,46175
1528851600,43576
1528855200,41797
1528858800,40797
1528862400,40560
1528866000,41710
1528869600,43140
1528873200,44399
1528876800,46953
1528880400,50251
1528884000,53954
1528887600,57337
1528891200,60396
1528894800,63360
1528898400,65615
1528902000,67076
1528905600,67685
1528909200,67362
1528912800,66033
1528916400,63463
1528920000,60729
1528923600,58254
1528927200,54176
1528930800,49962
1528934400,46301
1528938000,43554
1528941600,41599
1528945200,40401
1528948800,40054
1528952400,40876
1528956000,42136
1528959600,43766
1528963200,46727
1528966800,50317
1528970400,54125
1528974000,57633
1528977600,60562
1528981200,62988
1528984800,63800
1528988400,63730
1528992000,63853
1528995600,63430
1528999200,62436
1529002800,60562
1529006400,58353
1529010000,56547
1529013600,53031
1529017200,49034
1529020800,45543
1529024400,43030
1529028000,41204
1529031600,40008
1529035200,39675
1529038800,40484
1529042400,41525
1529046000,43184
1529049600,46406
1529053200,49844
1529056800,53570
1529060400,56588
1529064000,59154
1529067600,61665
1529071200,63755
1529074800,65231
1529078400,65646
1529082000,64968
1529085600,63263
1529089200,60690
1529092800,58163
1529096400,56373
1529100000,53246
1529103600,49799
1529107200,46685
1529110800,44194
1529114400,42227
1529118000,40918
1529121600,40030
1529125200,39764
1529128800,39608
1529132400,40915
1529136000,44254
1529139600,47866
1529143200,51217
1529146800,54398
1529150400,57325
1529154000,59537
1529157600,60952
1529161200,61937
1529164800,62452
1529168400,61850
1529172000,60625
1529175600,58394
1529179200,56001
1529182800,54306
1529186400,51421
1529190000,48231
1529193600,45000
1529197200,42387
1529200800,40450
1529204400,38951
1529208000,37938
1529211600,37514
1529215200,37083
1529218800,38191
1529222400,41594
1529226000,45084
1529229600,47739
1529233200,50166
1529236800,52801
1529240400,54820
1529244000,56153
1529247600,57530
1529251200,58423
1529254800,58098
1529258400,57019
1529262000,55264
1529265600,53608
1529269200,52665
1529272800,50046
1529276400,46622
1529280000,43636
1529283600,41390
1529287200,39852
1529290800,39128
1529294400,39111
1529298000,40328
1529301600,41950
1529305200,43206
1529308800,45004
1529312400,47184
1529316000,49719
1529319600,51936
1529323200,53793
1529326800,55845
1529330400,57520
1529334000,58598
1529337600,58973
1529341200,58400
1529344800,57144
1529348400,55102
1529352000,53252
1529355600,51857
1529359200,48679
1529362800,45084
1529366400,42046
1529370000,39933
1529373600,38549
1529377200,37698
1529380800,37633
1529384400,38833
1529388000,40596
1529391600,41755
1529395200,43252
1529398800,45112
1529402400,47297
1529406000,48921
1529409600,50319
1529413200,51297
1529416800,51663
1529420400,51863
1529424000,51888
1529427600,51621
1529431200,50848
1529434800,49750
1529438400,49199
1529442000,48672
1529445600,46323
1529449200,43120
1529452800,40411
1529456400,38518
1529460000,37376
1529463600,36774
1529467200,36964
1529470800,38546
1529474400,40619
1529478000,41971
1529481600,43311
1529485200,45001
1529488800,47014
1529492400,49406
1529496000,51484
1529499600,53341
1529503200,54521
1529506800,55256
1529510400,55427
1529514000,54874
1529517600,53928
1529521200,52506
1529524800,51167
1529528400,50002
1529532000,46982
1529535600,43433
1529539200,40575
1529542800,38515
1529546400,37206
1529550000,36464
1529553600,36454
1529557200,37829
1529560800,39716
1529564400,41209
1529568000,43296
1529571600,46127
1529575200,49319
1529578800,52331
1529582400,54789
1529586000,56928
1529589600,58992
1529593200,60952
1529596800,62441
1529600400,62805
1529604000,61886
1529607600,59907
1529611200,57725
1529614800,55794
1529618400,52129
1529622000,48195
1529625600,44814
1529629200,42371
1529632800,40751
1529636400,39767
1529640000,39535
1529643600,40490
1529647200,41852
1529650800,43458
1529654400,46257
1529658000,49845
1529661600,53299
1529665200,56802
1529668800,59999
1529672400,63213
1529676000,65852
1529679600,67314
1529683200,67807
1529686800,67662
1529690400,66653
1529694000,64373
1529697600,61660
1529701200,59435
1529704800,56004
1529708400,52352
1529712000,48906
1529715600,45921
1529719200,43554
1529722800,41774
1529726400,40483
1529730000,39944
1529733600,39881
1529737200,40780
1529740800,43509
1529744400,46939
1529748000,50594
1529751600,54056
1529755200,57305
1529758800,60147
1529762400,62384
1529766000,63798
1529769600,64589
1529773200,64448
1529776800,63071
1529780400,60697
1529784000,58417
1529787600,56679
1529791200,53696
1529794800,50729
1529798400,47806
1529802000,45494
1529805600,43535
1529809200,42144
1529812800,41224
1529816400,40744
1529820000,40329
1529823600,40800
1529827200,43478
1529830800,46822
1529834400,50643
1529838000,54420
1529841600,57664
1529845200,60272
1529848800,62328
1529852400,63703
1529856000,64480
1529859600,64554
1529863200,63230
1529866800,61104
1529870400,58828
1529874000,57401
1529877600,54103
1529881200,50142
1529884800,46651
1529888400,44312
1529892000,42704
1529895600,41826
1529899200,41731
1529902800,42885
1529906400,44066
1529910000,44865
1529913600,46749
1529917200,49510
1529920800,53010
1529924400,56334
1529928000,59042
1529931600,61245
1529935200,62325
1529938800,63451
1529942400,64460
1529946000,64395
1529949600,63227
1529953200,61069
1529956800,58833
1529960400,57170
1529964000,53678
1529967600,49752
1529971200,46433
1529974800,44021
1529978400,42303
1529982000,41168
1529985600,41010
1529989200,42070
1529992800,43470
1529996400,44882
1530000000,47541
1530003600,51047
1530007200,54640
1530010800,58033
1530014400,61037
1530018000,63737
1530021600,65765
1530025200,67191
1530028800,67679
1530032400,67482
1530036000,66400
1530039600,64196
1530043200,61429
1530046800,59380
1530050400,55423
1530054000,51120
1530057600,47508
1530061200,44860
1530064800,42945
1530068400,41705
1530072000,41393
1530075600,42319
1530079200,43485
1530082800,45026
1530086400,47956
1530090000,51383
1530093600,55137
1530097200,58722
1530100800,62097
1530104400,65251
1530108000,67527
1530111600,68543
1530115200,69102
1530118800,69048
1530122400,68301
1530126000,66042
1530129600,63106
1530133200,60739
1530136800,56707
1530140400,52387
1530144000,48598
1530147600,45695
1530151200,43661
1530154800,42415
1530158400,41952
1530162000,42698
1530165600,43770
1530169200,45192
1530172800,48041
1530176400,51457
1530180000,55181
1530183600,58768
1530187200,61931
1530190800,64738
1530194400,66857
1530198000,68013
1530201600,68589
1530205200,68278
1530208800,67065
1530212400,64771
1530216000,62200
1530219600,60211
1530223200,56348
1530226800,52129
1530230400,48453
1530234000,45801
1530237600,43986
1530241200,42718
1530244800,42301
1530248400,43022
1530252000,43958
1530255600,45255
1530259200,48071
1530262800,51576
1530266400,55175
1530270000,58520
1530273600,61533
1530277200,64378
1530280800,66384
1530284400,67784
1530288000,68447
1530291600,67926
1530295200,66045
1530298800,63365
1530302400,60659
1530306000,58896
1530309600,55629
1530313200,52126
1530316800,48762
1530320400,46233
1530324000,44153
1530327600,42570
1530331200,41613
1530334800,41342
1530338400,41243
1530342000,42026
1530345600,44948
1530349200,48798
1530352800,52800
1530356400,56062
1530360000,59042
1530363600,61532
1530367200,63534
1530370800,64925
1530374400,65692
1530378000,65423
1530381600,63991
1530385200,61486
1530388800,58911
1530392400,56963
1530396000,53775
1530399600,50348
1530403200,47346
1530406800,44776
1530410400,42695
1530414000,41127
1530417600,40068
1530421200,39433
1530424800,39005
1530428400,39390
1530432000,42315
1530435600,46194
1530439200,50127
1530442800,54052
1530446400,57856
1530450000,61202
1530453600,63916
1530457200,65888
1530460800,66888
1530464400,66845
1530468000,65390
1530471600,62608
1530475200,59968
1530478800,57885
1530482400,54228
1530486000,50232
1530489600,46715
1530493200,44260
1530496800,42468
1530500400,41402
1530504000,41017
1530507600,41733
1530511200,42684
1530514800,43939
1530518400,46826
1530522000,50216
1530525600,54119
1530529200,58009
1530532800,61636
1530536400,65028
1530540000,67600
1530543600,69021
1530547200,69360
1530550800,69346
1530554400,68656
1530558000,66424
1530561600,63373
1530565200,60907
1530568800,56666
1530572400,52246
1530576000,48200
1530579600,45222
1530583200,43143
1530586800,41728
1530590400,41174
1530594000,41798
1530597600,42769
1530601200,44000
1530604800,46794
1530608400,50393
1530612000,54716
1530615600,58869
1530619200,62447
1530622800,65757
1530626400,68244
1530630000,69414
1530633600,69657
1530637200,69517
1530640800,68576
1530644400,66203
1530648000,62791
1530651600,59469
1530655200,55160
1530658800,50887
1530662400,47312
1530666000,44409
1530669600,42054
1530673200,40481
1530676800,39716
1530680400,39668
1530684000,39454
1530687600,39627
1530691200,41797
1530694800,44863
1530698400,48276
1530702000,51450
1530705600,53957
1530709200,55409
1530712800,55806
1530716400,55772
1530720000,55368
1530723600,54316
1530727200,52916
1530730800,51031
1530734400,49406
1530738000,47989
1530741600,46030
1530745200,43438
1530748800,40499
1530752400,38333
1530756000,36773
1530759600,35830
1530763200,35747
1530766800,36753
1530770400,38164
1530774000,39607
1530777600,42315
1530781200,45616
1530784800,49307
1530788400,53020
1530792000,56278
1530795600,59114
1530799200,60964
1530802800,62072
1530806400,63102
1530810000,63341
1530813600,62207
1530817200,59885
1530820800,57698
1530824400,55574
1530828000,51749
1530831600,47861
1530835200,44464
1530838800,41888
1530842400,39990
1530846000,38791
1530849600,38444
1530853200,39305
1530856800,40566
1530860400,41858
1530864000,44719
1530867600,48318
1530871200,52337
1530874800,55984
1530878400,59036
1530882000,61498
1530885600,62701
1530889200,62386
1530892800,61168
1530896400,59313
1530900000,57215
1530903600,54602
1530907200,52739
1530910800,51270
1530914400,48543
1530918000,45204
1530921600,42159
1530925200,39868
1530928800,38140
1530932400,36871
1530936000,36203
1530939600,36193
1530943200,36393
1530946800,37289
1530950400,40414
1530954000,44220
1530957600,48175
1530961200,51736
1530964800,54557
1530968400,56722
1530972000,57955
1530975600,58581
1530979200,58524
1530982800,57263
1530986400,55427
1530990000,53182
1530993600,51456
1530997200,50081
1531000800,47523
1531004400,44624
1531008000,41878
1531011600,39647
1531015200,37831
1531018800,36563
1531022400,35765
1531026000,35538
1531029600,35422
1531033200,36073
1531036800,39121
1531040400,42911
1531044000,46519
1531047600,49501
1531051200,51613
1531054800,52870
1531058400,53865
1531062000,54582
1531065600,55025
1531069200,54823
1531072800,53791
1531076400,52146
1531080000,50702
1531083600,49827
1531087200,47065
1531090800,43626
1531094400,40665
1531098000,38666
1531101600,37367
1531105200,36712
1531108800,36892
1531112400,38276
1531116000,39995
1531119600,41320
1531123200,43535
1531126800,46495
1531130400,49567
1531134000,52249
1531137600,53915
1531141200,54644
1531144800,54550
1531148400,54271
1531152000,54349
1531155600,54570
1531159200,53805
1531162800,52163
1531166400,50923
1531170000,49971
1531173600,46994
1531177200,43280
1531180800,40449
1531184400,38394
1531188000,36973
1531191600,36116
1531195200,36182
1531198800,37387
1531202400,39073
1531206000,40396
1531209600,43019
1531213200,46334
1531216800,50243
1531220400,54092
1531224000,57426
1531227600,60045
1531231200,61480
1531234800,61727
1531238400,60827
1531242000,59642
1531245600,58256
1531249200,56427
1531252800,54849
1531256400,53447
1531260000,50054
1531263600,46144
1531267200,42745
1531270800,40454
1531274400,38867
1531278000,37823
1531281600,37608
1531285200,38659
1531288800,40295
1531292400,41561
1531296000,43873
1531299600,47193
1531303200,51086
1531306800,54973
1531310400,58457
1531314000,61791
1531317600,64045
1531321200,65455
1531324800,66422
1531328400,66300
1531332000,64744
1531335600,62221
1531339200,59616
1531342800,57539
1531346400,53669
1531350000,49439
1531353600,45706
1531357200,42928
1531360800,40984
1531364400,39700
1531368000,39352
1531371600,40259
1531375200,41701
1531378800,42778
1531382400,45455
1531386000,48977
1531389600,52974
1531393200,56893
1531396800,60317
1531400400,63179
1531404000,64995
1531407600,65616
1531411200,64763
1531414800,62730
1531418400,60106
1531422000,57284
1531425600,55100
1531429200,53324
1531432800,49971
1531436400,46231
1531440000,43063
1531443600,40731
1531447200,39094
1531450800,38058
1531454400,37875
1531458000,38898
1531461600,40319
1531465200,41621
1531468800,44253
1531472400,47867
1531476000,51962
1531479600,55743
1531483200,59027
1531486800,62008
1531490400,63980
1531494000,65134
1531497600,65804
1531501200,65716
1531504800,64175
1531508400,61676
1531512000,59062
1531515600,57119
1531519200,53737
1531522800,50181
1531526400,46825
1531530000,44163
1531533600,42083
1531537200,40717
1531540800,39869
1531544400,39751
1531548000,39768
1531551600,40557
1531555200,44111
1531558800,48364
1531562400,52516
1531566000,56282
1531569600,59460
1531573200,61977
1531576800,63856
1531580400,65083
1531584000,65471
1531587600,64964
1531591200,63578
1531594800,61278
1531598400,58820
1531602000,57030
1531605600,53819
1531609200,50321
1531612800,47097
1531616400,44553
1531620000,42697
1531623600,41334
1531627200,40448
1531630800,40028
1531634400,39725
1531638000,40237
1531641600,43354
1531645200,47567
1531648800,51599
1531652400,55523
1531656000,59003
1531659600,61763
1531663200,63701
1531666800,64784
1531670400,65648
1531674000,65809
1531677600,64641
1531681200,62274
1531684800,59899
1531688400,58109
1531692000,54607
1531695600,50547
1531699200,47069
1531702800,44505
1531706400,42712
1531710000,41556
1531713600,41237
1531717200,42084
1531720800,43430
1531724400,44439
1531728000,47043
1531731600,50843
1531735200,55170
1531738800,59251
1531742400,62967
1531746000,66267
1531749600,68613
1531753200,69906
1531756800,70568
1531760400,70281
1531764000,68742
1531767600,66066
1531771200,63325
1531774800,60866
1531778400,56379
1531782000,51834
1531785600,47894
1531789200,45001
1531792800,43006
1531796400,41733
1531800000,41295
1531803600,42073
1531807200,43332
1531810800,44127
1531814400,46399
1531818000,49814
1531821600,54129
1531825200,58262
1531828800,62165
1531832400,65794
1531836000,68536
1531839600,70162
1531843200,70949
1531846800,70896
1531850400,69719
1531854000,67251
1531857600,64367
1531861200,61663
1531864800,57192
1531868400,52724
1531872000,48850
1531875600,46101
1531879200,43967
1531882800,42719
1531886400,42368
1531890000,43184
1531893600,44429
1531897200,45133
1531900800,47405
1531904400,50969
1531908000,55233
1531911600,59473
1531915200,63437
1531918800,67129
1531922400,69953
1531926000,71485
1531929600,72237
1531933200,72148
1531936800,71117
1531940400,68761
1531944000,65961
1531947600,63338
1531951200,59185
1531954800,54751
1531958400,51019
1531962000,48212
1531965600,46030
1531969200,44497
1531972800,43944
1531976400,44698
1531980000,45762
1531983600,46592
1531987200,49004
1531990800,52645
1531994400,57097
1531998000,61395
1532001600,65284
1532005200,68916
1532008800,71592
1532012400,72745
1532016000,73308
1532019600,73139
1532023200,72171
1532026800,69913
1532030400,67126
1532034000,64595
1532037600,60372
1532041200,55927
1532044800,52001
1532048400,49001
1532052000,46589
1532055600,44902
1532059200,44237
1532062800,44577
1532066400,45550
1532070000,46136
1532073600,48701
1532077200,52479
1532080800,56767
1532084400,60985
1532088000,64936
1532091600,68417
1532095200,71026
1532098800,72311
1532102400,72920
1532106000,72653
1532109600,71093
1532113200,68460
1532116800,65455
1532120400,62929
1532124000,59063
1532127600,54923
1532131200,51152
1532134800,48072
1532138400,45516
1532142000,43690
1532145600,42470
1532149200,42020
1532152800,41830
1532156400,42065
1532160000,44788
1532163600,49138
1532167200,53892
1532170800,58398
1532174400,62231
1532178000,65417
1532181600,67974
1532185200,69871
1532188800,70980
1532192400,71028
1532196000,69625
1532199600,67158
1532203200,64397
1532206800,61867
1532210400,58250
1532214000,54345
1532217600,50887
1532221200,47948
1532224800,45614
1532228400,43774
1532232000,42467
1532235600,41697
1532239200,41080
1532242800,41098
1532246400,43898
1532250000,48152
1532253600,52869
1532257200,57593
1532260800,61725
1532264400,65310
1532268000,68050
1532271600,69918
1532275200,71139
1532278800,71444
1532282400,70720
1532286000,68577
1532289600,65937
1532293200,63563
1532296800,59488
1532300400,54975
1532304000,51007
1532307600,48093
1532311200,46008
1532314800,44681
1532318400,44228
1532322000,44918
1532325600,46014
1532329200,46657
1532332800,49040
1532336400,52838
1532340000,57354
1532343600,61952
1532347200,65997
1532350800,69665
1532354400,72062
1532358000,73023
1532361600,72994
1532365200,72540
1532368800,71101
1532372400,68568
1532376000,66155
1532379600,63784
1532383200,59573
1532386800,55101
1532390400,51338
1532394000,48478
1532397600,46320
1532401200,44893
1532404800,44365
1532408400,44943
1532412000,46290
1532415600,46934
1532419200,48924
1532422800,52101
1532426400,55827
1532430000,59246
1532433600,62274
1532437200,65303
1532440800,67816
1532444400,69402
1532448000,70175
1532451600,69828
1532455200,68284
1532458800,65729
1532462400,63131
1532466000,60631
1532469600,56217
1532473200,51678
1532476800,48004
1532480400,45129
1532484000,42921
1532487600,41524
1532491200,41076
1532494800,41861
1532498400,43036
1532502000,44025
1532505600,46867
1532509200,50856
1532512800,55200
1532516400,59279
1532520000,62594
1532523600,65716
1532527200,68044
1532530800,69620
1532534400,70502
1532538000,70224
1532541600,68723
1532545200,66199
1532548800,63401
1532552400,60528
1532556000,55942
1532559600,51282
1532563200,47366
1532566800,44394
1532570400,42173
1532574000,40680
1532577600,40176
1532581200,40841
1532584800,42034
1532588400,42949
1532592000,45530
1532595600,49516
1532599200,54025
1532602800,58422
1532606400,62362
1532610000,65774
1532613600,68266
1532617200,69915
1532620800,70666
1532624400,70225
1532628000,68477
1532631600,65794
1532635200,63275
1532638800,60542
1532642400,56371
1532646000,52081
1532649600,48354
1532653200,45559
1532656800,43451
1532660400,42089
1532664000,41547
1532667600,42081
1532671200,43172
1532674800,43784
1532678400,46240
1532682000,49726
1532685600,53634
1532689200,57309
1532692800,60655
1532696400,63690
1532700000,65835
1532703600,67057
1532707200,67312
1532710800,66375
1532714400,64466
1532718000,62076
1532721600,60052
1532725200,57964
1532728800,54510
1532732400,51033
1532736000,47830
1532739600,45408
1532743200,43525
1532746800,42117
1532750400,41237
1532754000,41041
1532757600,41160
1532761200,41415
1532764800,44139
1532768400,47900
1532772000,51909
1532775600,56119
1532779200,59880
1532782800,62945
1532786400,65343
1532790000,66813
1532793600,67638
1532797200,67646
1532800800,66361
1532804400,63849
1532808000,61435
1532811600,59150
1532815200,55923
1532818800,52495
1532822400,49378
1532826000,46721
1532829600,44608
1532833200,42954
1532836800,41817
1532840400,41215
1532844000,40888
1532847600,40954
1532851200,43691
1532854800,48030
1532858400,52524
1532862000,56348
1532865600,59373
1532869200,62254
1532872800,65079
1532876400,67281
1532880000,68570
1532883600,68896
1532887200,68267
1532890800,66243
1532894400,64155
1532898000,62049
1532901600,58201
1532905200,54057
1532908800,50332
1532912400,47496
1532916000,45389
1532919600,44137
1532923200,43663
1532926800,44475
1532930400,45879
1532934000,46437
1532937600,47908
1532941200,50239
1532944800,52795
1532948400,55387
1532952000,57537
1532955600,59686
1532959200,62037
1532962800,64313
1532966400,65958
1532970000,66133
1532973600,64796
1532977200,62468
1532980800,60457
1532984400,58357
1532988000,54470
1532991600,50354
1532995200,46987
1532998800,44439
1533002400,42607
1533006000,41527
1533009600,41227
1533013200,42021
1533016800,43405
1533020400,44160
1533024000,46217
1533027600,48721
1533031200,51470
1533034800,54348
1533038400,55515
1533042000,56725
1533045600,58029
1533049200,59165
1533052800,59876
1533056400,59638
1533060000,58451
1533063600,56408
1533067200,54353
1533070800,52575
1533074400,48865
1533078000,44870
1533081600,41554
1533085200,39028
1533088800,37356
1533092400,36327
1533096000,36127
1533099600,37123
1533103200,38645
1533106800,39595
1533110400,42217
1533114000,45737
1533117600,49728
1533121200,53613
1533124800,56843
1533128400,59806
1533132000,62345
1533135600,64359
1533139200,65511
1533142800,65385
1533146400,63942
1533150000,61264
1533153600,58363
1533157200,55364
1533160800,51103
1533164400,46632
1533168000,42836
1533171600,40213
1533175200,38376
1533178800,37245
1533182400,36971
1533186000,37872
1533189600,39419
1533193200,40351
1533196800,42866
1533200400,46422
1533204000,50516
1533207600,54485
1533211200,57953
1533214800,61172
1533218400,63632
1533222000,65406
1533225600,66115
1533229200,65652
1533232800,64126
1533236400,61486
1533240000,58930
1533243600,56624
1533247200,52778
1533250800,48501
1533254400,44829
1533258000,42138
1533261600,40100
1533265200,38738
1533268800,38207
1533272400,38893
1533276000,40250
1533279600,41069
1533283200,43701
1533286800,47669
1533290400,52148
1533294000,56149
1533297600,59474
1533301200,62570
1533304800,64976
1533308400,66291
1533312000,66946
1533315600,66359
1533319200,64459
1533322800,61560
1533326400,58938
1533330000,56442
1533333600,52856
1533337200,49165
1533340800,45695
1533344400,42954
1533348000,40762
1533351600,39113
1533355200,38218
1533358800,38024
1533362400,38312
1533366000,38847
1533369600,41863
1533373200,45918
1533376800,50186
1533380400,53863
1533384000,56830
1533387600,59092
1533391200,60732
1533394800,62262
1533398400,62763
1533402000,61810
1533405600,60119
1533409200,57993
1533412800,56219
1533416400,54426
1533420000,51536
1533423600,48348
1533427200,45361
1533430800,42900
1533434400,40917
1533438000,39521
1533441600,38683
1533445200,38317
1533448800,38270
1533452400,38606
1533456000,41426
1533459600,45602
1533463200,49657
1533466800,53286
1533470400,56486
1533474000,58999
1533477600,60753
1533481200,62125
1533484800,62987
1533488400,63120
1533492000,62112
1533495600,60001
1533499200,58339
1533502800,56653
1533506400,53198
1533510000,49277
1533513600,45916
1533517200,43505
1533520800,41801
1533524400,40826
1533528000,40656
1533531600,41648
1533535200,43230
1533538800,44218
1533542400,46761
1533546000,50594
1533549600,54601
1533553200,57998
1533556800,60783
1533560400,63321
1533564000,65441
1533567600,66610
1533571200,66877
1533574800,66567
1533578400,65448
1533582000,63367
1533585600,61212
1533589200,58917
1533592800,55164
1533596400,51056
1533600000,47525
1533603600,44762
1533607200,42886
1533610800,41598
1533614400,41162
1533618000,42137
1533621600,43866
1533625200,44720
